"","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1"
"linB",1.43692604317994,0.817131833953874,1.14024281907018,0.984263080596329,1.69156901730192,0.767083712204049,1.24048394602141,0.943260604516587,1.19059245276277,1.45207150872071,0.94384648066846,1.24665787071447
"linC",0.581207240126802,0.872554688778572,1.87320158102767,0.875851494907458,2.25787690570299,1.75523999736628,1.10385093167702,1.4389118290017,4.23781893331214,0.969099898211429,2.13201977606514,1.99682069378787
"lytD",0.959190536382388,0.647625063235424,0.797390764133361,0.764790599197856,0.394314114131882,0.919601820943611,0.86749105109014,1.60197757727695,0.555067400149084,0.761593314084153,1.21854930253464,0.813688007339526
"manA",0.808877592150996,0.426088276898241,1.02906774753909,0.855396364453144,0.55128629332451,0.857123565592878,0,0.790485001601253,0.776033721864484,2.12955073173849,1.70364058539079,0.650061938529667
"mauAB",1.14580855910712,1.19456891916114,3.0774025974026,1.91853184598777,2.47291280148423,2.40300713925146,3.6269387755102,0.59098164405427,0.870266388090885,3.18418537983755,1.91051122790253,2.18699409319624
"mcrA",0.917395741768776,0.655841759539449,0.633582887700535,0.263327900429693,0.339419404125286,0.923508626065267,0,0.324460510461168,0,0,0.437045052134566,0.400234213133952
"mdlA",1.00979531288218,1.56411182221099,1.35604970568999,1.32847978544117,0.93401382789872,1.57319172425815,1.82651593011305,0.446424982918693,0.876527297357726,0.801773297081398,1.28283727533024,1.46848524243392
"mdlB",1.09124624676869,0.682610810949223,0.549536178107607,0,1.76636628677445,0.68657346835756,2.59067055393586,1.6885189830122,3.72971309181808,2.2744181284554,0.454883625691079,0
"mdlC",1.59831991034871,1.09069336097321,1.28782608695652,1.45975249151243,0,1.31642999802471,1.65577639751553,2.15836774350255,2.11890946665607,0.969099898211429,1.74437981678057,1.99682069378787
"mdlD",0.856908110443363,1.28645883601969,2.07132867132867,1.72175934896338,2.21928071928072,2.5878538422708,0,0,0,5.71520452791356,1.14304090558271,2.61691600895276
"mer",1.37769838654547,1.12630783806622,1.31888682745826,1.43889888449082,1.41309302941956,1.0985175493721,1.8134693877551,0.92868544065671,1.24323769727269,2.04697631560986,1.00074397652037,1.14556833453136
"merB",1.29365482479837,1.61844821305703,0.868621700879765,1.08304217112213,0,1.08522903062969,4.09493087557604,0,1.96511765052781,0,2.87603840759521,0.823062293138369
"merC",1.17950881084557,0.983762639309174,0,0,0,3.95789411170829,7.4672268907563,0,0,0,0,1.50087829925232
"merP",0.607625751041657,2.28054066385309,1.22396694214876,0.508701625830089,0,0,1.92337662337662,2.50719485356357,1.84601961110188,0,1.01314989358468,1.15976959487679
"merR",0.459198086665069,0.638319269780762,0.205551700208189,0.256292422173938,1.32140378705264,0.256809923278782,0,0.631583436393876,0,0,1.02088386223799,0
"mexB",1.14991539982077,0.539482737685676,1.44770283479961,0.722028114081417,1.86133221617093,0.361743010209897,0,1.33447468012254,0,3.59504800949401,0.958679469198403,0.548708195425579
"mhpA",1.24351316492246,0,0,1.56159568859469,2.01283600120809,2.34712325229212,0,0.962063141483695,2.83342544959823,2.5917787975422,2.5917787975422,0.59337049040208
"mhpC",0.477420232961302,1.79185337874171,0,0,3.09114100185529,3.60451070887719,4.53367346938776,0,2.17566597022721,0,0,0
"mmoX",0.626614055761709,1.045247804266,0.841477272727273,1.04919710327456,0,0,0,2.58554469273743,1.90370772394881,0,0.696540551839465,0
"mnp",1.24129260569939,1.19456891916114,1.92337662337662,1.91853184598777,0,0.961202855700584,0,2.36392657621708,3.48106555236354,0,1.27367415193502,1.45799606213082
"NADH_UO",1.11398054357637,0,0,1.39892947103275,0,0,0,1.72369646182495,0,0,0,2.12624425727412
"nagG",1.09443702526801,1.4344141407471,0.892326776537303,1.43983384153078,0.84358623832308,0.852528848623325,1.9796157059315,1.45153386258943,1.89999679271304,1.73795693246494,1.39036554597195,1.49210123317482
"nagI",0.897165538450769,1.23465512450212,0.54215985356925,1.12665460754315,1.74265667218687,2.03207315131332,2.55589645254075,1.11056953245098,0.81769996196459,0.747963008686674,1.64551861911068,1.36992918589473
"nagK",1.24351316492246,1.94464707770418,0.626215644820296,0.780797844297346,4.02567200241619,1.56474883486142,0,2.88618942445108,0,5.18355759508439,1.03671151901688,1.78011147120624
"nagL",2.22796108715274,1.59275855888152,5.12900432900433,1.59877653832314,4.12152133580705,0,0,0,0,5.30697563306259,2.12279025322504,2.42999343688471
